loan_id,customer_id,age,gender,education,marital_status,employment_type,employment_length_months,annual_income,monthly_income,existing_emi,debt_to_income,credit_score,credit_history_length_months,delinquency_count,past_default_flag,loan_amount,loan_term_months,interest_rate,emi_amount,loan_purpose,loan_product,disbursal_date,repayment_status,first_emi_default_flag,loan_source_type,state,district,city,pincode,urban_rural_flag,branch_code,branch_region,service_area_cluster,distance_to_branch_km,area_default_rate,district_risk_score,state_risk_score,population_density_band,economic_activity_type,channel,has_mortgage,has_dependents,has_cosigner,loan_default
LN105727,C205727,35,Female,HighSchool,Married,SelfEmployed,35,30400,2533,102,2.0,683,38,0,0,262000,72,12.8,5232,Vehicle,Secured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,257298,SemiUrban,AUTO,WestZone,1,34.8,18.2,0.641,0.546,Low,Salaried,Branch,No,Yes,Yes,1
LN105728,C205728,39,Male,Graduate,Divorced,SelfEmployed,3,27700,2308,76,2.0,559,14,0,0,220000,36,17.95,7948,Business,Unsecured,2024-01-01,Active,1,TopUp,Maharashtra,Unknown,Unknown,212508,Urban,AUTO,WestZone,0,0.1,12.9,0.386,0.4,High,Salaried,Field,No,No,No,1
LN105729,C205729,37,Male,PostGraduate,Single,Business,31,120100,10008,4,1.612,642,44,1,0,939000,84,11.11,16132,Vehicle,Secured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,197213,Urban,AUTO,NorthZone,1,3.7,18.7,0.488,0.615,Medium,Salaried,Branch,No,No,Yes,1
LN105730,C205730,36,Male,HighSchool,Married,Farmer,11,20300,1692,18,1.872,510,6,0,1,108000,48,17.58,3149,Personal,Unsecured,2024-01-01,Active,0,Repeat,Rajasthan,Unknown,Unknown,318302,Rural,AUTO,WestZone,1,0.0,17.2,0.496,0.481,Low,Agri,Field,Yes,No,No,1
LN105731,C205731,38,Male,PostGraduate,Married,Salaried,13,49700,4142,43,0.946,587,27,0,1,126000,48,20.64,3877,Personal,Unsecured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,880130,Urban,AUTO,SouthZone,2,14.1,17.0,0.468,0.385,Medium,Agri,Digital,No,Yes,Yes,1
LN105732,C205732,50,Male,Graduate,Married,SelfEmployed,18,83600,6967,1379,1.297,686,43,0,0,215000,36,16.9,7655,Business,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,831182,Urban,AUTO,WestZone,3,0.6,17.9,0.512,0.436,High,Salaried,Digital,No,No,No,0
LN105733,C205733,35,Male,HighSchool,Single,Business,50,76800,6400,937,1.914,698,60,0,0,322000,36,15.96,11314,Home,Secured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,225533,SemiUrban,AUTO,WestZone,0,14.2,18.2,0.446,0.464,Low,Salaried,Branch,No,Yes,No,1
LN105734,C205734,31,Female,Graduate,Married,SelfEmployed,14,80200,6683,1222,2.0,614,58,0,1,375000,18,10.18,22552,Home,Secured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,245555,Rural,AUTO,SouthZone,1,8.6,16.8,0.377,0.445,Low,Salaried,Branch,Yes,Yes,No,1
LN105735,C205735,34,Male,Other,Married,Farmer,26,24400,2033,118,2.0,656,33,0,0,241000,36,13.37,8163,Vehicle,Secured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,551824,Rural,AUTO,WestZone,4,11.9,16.6,0.28,0.408,Medium,Salaried,Branch,No,Yes,No,0
LN105736,C205736,44,Female,PostGraduate,Divorced,Business,27,107700,8975,39,2.0,587,92,0,0,590000,24,12.16,27817,Home,Secured,2024-01-01,Active,0,Repeat,Karnataka,Unknown,Unknown,191097,SemiUrban,AUTO,SouthZone,3,11.6,13.6,0.21,0.35,Low,Agri,Branch,No,Yes,No,1
LN105737,C205737,54,Female,HighSchool,Married,Salaried,89,36100,3008,252,1.238,712,115,0,0,141000,60,16.57,3472,Personal,Unsecured,2024-01-01,Active,0,New,Telangana,Unknown,Unknown,672680,Urban,AUTO,SouthZone,2,7.6,18.2,0.355,0.388,High,Mixed,Branch,Yes,Yes,No,0
LN105738,C205738,30,Female,HighSchool,Married,Farmer,12,12600,1050,81,2.0,528,9,0,0,285000,24,18.67,14321,Education,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,904158,Rural,AUTO,WestZone,3,18.0,17.4,0.221,0.356,Low,Salaried,Branch,No,Yes,Yes,1
LN105739,C205739,39,Male,Graduate,Married,SelfEmployed,45,21600,1800,311,2.0,611,17,0,1,172000,36,14.34,5907,Education,Unsecured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,537277,SemiUrban,AUTO,CentralZone,1,17.6,23.3,0.585,0.652,Low,Salaried,Branch,No,No,No,1
LN105740,C205740,42,Male,Graduate,Married,SelfEmployed,48,158600,13217,77,1.928,703,71,1,0,526000,24,14.6,25404,Business,Unsecured,2024-01-01,Active,0,Repeat,West Bengal,Unknown,Unknown,392255,SemiUrban,AUTO,EastZone,2,39.5,15.2,0.498,0.513,Low,Mixed,Digital,No,No,No,0
LN105741,C205741,26,Male,PostGraduate,Married,SelfEmployed,16,194000,16167,846,1.436,569,52,0,0,767000,48,17.58,22363,Education,Unsecured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,734550,Urban,AUTO,WestZone,3,47.7,12.2,0.292,0.376,High,Salaried,Branch,Yes,Yes,No,0
LN105742,C205742,38,Male,Other,Single,Salaried,24,20200,1683,237,1.6,630,11,0,0,50000,24,16.33,2456,Agri,Secured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,771222,Rural,AUTO,EastZone,1,28.3,22.9,0.72,0.653,Medium,Mixed,Digital,No,No,No,1
LN105743,C205743,21,Male,PostGraduate,Married,Business,12,67900,5658,888,2.0,638,33,0,0,1037000,36,14.46,35674,Home,Secured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,918801,Rural,AUTO,CentralZone,4,16.4,18.3,0.621,0.586,Low,MSME,Digital,Yes,Yes,No,0
LN105744,C205744,21,Female,Graduate,Married,Salaried,24,63300,5275,895,2.0,708,20,0,0,601000,24,8.62,27352,Home,Secured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,754428,Rural,AUTO,SouthZone,2,6.6,16.1,0.541,0.423,Low,Salaried,Branch,No,Yes,Yes,0
LN105745,C205745,42,Male,HighSchool,Married,Farmer,6,21700,1808,49,2.0,542,16,1,0,189000,48,17.3,5483,Personal,Unsecured,2024-01-01,Active,0,Repeat,Tamil Nadu,Unknown,Unknown,168317,SemiUrban,AUTO,SouthZone,4,9.1,14.3,0.656,0.433,Low,Mixed,Digital,Yes,Yes,No,1
LN105746,C205746,33,Male,HighSchool,Married,Business,60,63200,5267,420,1.614,633,110,0,0,232000,36,15.35,8082,Home,Secured,2024-01-01,Active,0,Repeat,Gujarat,Unknown,Unknown,619291,SemiUrban,AUTO,WestZone,0,29.2,13.9,0.3,0.343,Low,MSME,Partner,No,Yes,No,1
LN105747,C205747,40,Male,Graduate,Married,Salaried,10,50700,4225,680,2.0,711,68,0,0,703000,36,14.35,24147,Personal,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,490630,Rural,AUTO,EastZone,3,10.5,20.0,0.65,0.667,Medium,Mixed,Partner,No,Yes,Yes,1
LN105748,C205748,37,Female,Graduate,Married,Salaried,10,106900,8908,95,2.0,713,44,0,1,631000,48,15.69,17783,Home,Secured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,420593,Urban,AUTO,EastZone,3,14.8,22.5,0.71,0.708,Medium,Salaried,Partner,No,Yes,Yes,1
LN105749,C205749,26,Female,PostGraduate,Married,Salaried,81,89700,7475,869,0.771,631,114,0,0,144000,36,13.65,4897,Personal,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,618590,Rural,AUTO,WestZone,0,4.5,14.9,0.43,0.385,Low,Mixed,Partner,No,No,Yes,0
LN105750,C205750,37,Male,Graduate,Single,Farmer,16,77000,6417,191,1.711,576,0,1,0,351000,48,20.58,10790,Personal,Unsecured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,981148,SemiUrban,AUTO,NorthZone,3,3.0,20.5,0.61,0.629,Low,Mixed,Partner,Yes,Yes,No,1
LN105751,C205751,23,Male,HighSchool,Married,Salaried,3,27400,2283,92,1.47,630,16,0,0,94000,36,15.11,3264,Personal,Unsecured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,224547,Rural,AUTO,SouthZone,1,31.6,11.5,0.456,0.343,Low,MSME,Field,No,Yes,No,1
LN105752,C205752,54,Male,Graduate,Single,SelfEmployed,11,46700,3892,59,0.865,546,51,0,1,162000,72,13.63,3306,Vehicle,Secured,2024-01-01,Active,1,New,Karnataka,Unknown,Unknown,183300,Rural,AUTO,SouthZone,4,20.1,14.3,0.445,0.345,Medium,Agri,Field,No,Yes,No,1
LN105753,C205753,21,Female,Other,Married,Salaried,43,29000,2417,59,0.458,674,65,1,0,50000,72,14.68,1049,Education,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,912976,Rural,AUTO,EastZone,4,1.7,23.8,0.673,0.797,Low,MSME,Branch,No,No,No,0
LN105754,C205754,35,Female,PostGraduate,Single,Farmer,11,97100,8092,758,2.0,616,6,0,0,583000,18,9.18,34794,Home,Secured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,412707,SemiUrban,AUTO,NorthZone,2,9.3,22.4,0.683,0.668,Medium,Mixed,Branch,No,No,Yes,1
LN105755,C205755,25,Female,HighSchool,Single,Salaried,19,35800,2983,194,0.879,436,47,1,0,84000,48,17.11,2429,Home,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,307208,Rural,AUTO,NorthZone,3,16.3,19.8,0.67,0.652,Medium,Mixed,Field,No,Yes,No,1
LN105756,C205756,44,Male,PostGraduate,Single,Business,21,143700,11975,473,2.0,636,27,0,0,1409000,18,15.25,88066,Education,Unsecured,2024-01-01,Active,0,TopUp,Telangana,Unknown,Unknown,525038,Urban,AUTO,SouthZone,3,1.9,15.5,0.296,0.364,High,Agri,Branch,No,No,No,0
LN105757,C205757,34,Female,Graduate,Married,Salaried,9,35600,2967,164,0.602,593,6,0,1,95000,120,16.51,1622,Education,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,627551,Urban,AUTO,WestZone,0,16.4,16.3,0.359,0.439,High,Mixed,Branch,No,Yes,Yes,0
LN105758,C205758,31,Female,Graduate,Married,Salaried,19,58200,4850,853,1.286,646,36,1,1,163000,36,11.61,5384,Personal,Unsecured,2024-01-01,Active,0,Repeat,Andhra Pradesh,Unknown,Unknown,853972,Rural,AUTO,SouthZone,4,35.5,19.3,0.708,0.535,Low,Mixed,Branch,No,No,No,1
LN105759,C205759,48,Female,Graduate,Single,Salaried,8,43300,3608,372,0.777,754,30,0,0,107000,60,12.92,2430,Vehicle,Secured,2024-01-01,Active,0,Repeat,Kerala,Unknown,Unknown,490855,Urban,AUTO,SouthZone,1,5.9,13.2,0.262,0.324,High,Salaried,Branch,No,No,No,0
LN105760,C205760,38,Male,Graduate,Married,Business,13,59800,4983,364,2.0,530,0,1,1,537000,24,15.6,26191,Home,Secured,2024-01-01,Active,1,New,West Bengal,Unknown,Unknown,981657,SemiUrban,AUTO,EastZone,3,29.2,18.3,0.481,0.523,Low,Agri,Digital,Yes,No,No,1
LN105761,C205761,44,Male,Graduate,Married,Unemployed,7,39500,3292,8,2.0,490,0,0,0,196000,36,24.5,7741,Vehicle,Secured,2024-01-01,Active,1,Repeat,Telangana,Unknown,Unknown,537687,SemiUrban,AUTO,SouthZone,1,38.9,14.9,0.258,0.377,Medium,Salaried,Digital,No,No,Yes,1
LN105762,C205762,26,Male,Graduate,Divorced,Salaried,42,40900,3408,296,2.0,613,34,0,0,192000,12,19.07,17700,Business,Unsecured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,482056,SemiUrban,AUTO,WestZone,1,4.3,15.9,0.458,0.403,Medium,Mixed,Field,No,Yes,Yes,0
LN105763,C205763,21,Male,Graduate,Single,SelfEmployed,26,47700,3975,64,1.608,498,19,0,1,218000,48,17.32,6327,Home,Secured,2024-01-01,Active,1,TopUp,Uttar Pradesh,Unknown,Unknown,278876,Urban,AUTO,NorthZone,1,29.1,21.8,0.582,0.6,High,MSME,Branch,No,Yes,No,1
LN105764,C205764,39,Female,HighSchool,Single,Salaried,30,35100,2925,283,2.0,640,91,0,1,319000,18,15.04,19907,Vehicle,Secured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,491806,Rural,AUTO,CentralZone,4,14.8,18.6,0.499,0.524,Low,Salaried,Partner,No,No,No,1
LN105765,C205765,34,Female,Graduate,Married,SelfEmployed,23,45500,3792,187,2.0,637,23,0,0,561000,36,11.44,18484,Agri,Secured,2024-01-01,Active,1,New,Madhya Pradesh,Unknown,Unknown,448102,SemiUrban,AUTO,CentralZone,3,13.2,16.4,0.481,0.551,Medium,MSME,Digital,No,Yes,No,1
LN105766,C205766,45,Male,PostGraduate,Married,SelfEmployed,18,91000,7583,414,1.437,574,39,0,0,382000,48,14.23,10483,Home,Secured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,205532,Rural,AUTO,WestZone,1,2.1,16.8,0.523,0.461,Medium,Salaried,Digital,No,Yes,Yes,1
LN105767,C205767,37,Male,Graduate,Married,SelfEmployed,25,188600,15717,1904,0.571,654,23,0,0,364000,72,11.75,7069,Vehicle,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,304722,Rural,AUTO,NorthZone,1,11.0,23.3,0.756,0.659,Low,Agri,Digital,No,Yes,No,0
LN105768,C205768,40,Male,Graduate,Married,SelfEmployed,12,66200,5517,743,2.0,722,1,0,0,483000,48,14.78,13388,Personal,Unsecured,2024-01-01,Active,0,Repeat,Madhya Pradesh,Unknown,Unknown,667196,Urban,AUTO,CentralZone,0,26.4,16.8,0.609,0.625,Medium,Mixed,Branch,No,Yes,No,0
LN105769,C205769,21,Female,HighSchool,Married,Farmer,49,29400,2450,336,2.0,546,99,0,0,197000,48,14.27,5410,Home,Secured,2024-01-01,Active,0,New,Telangana,Unknown,Unknown,669040,Rural,AUTO,SouthZone,3,3.0,12.5,0.393,0.512,Low,Agri,Digital,No,No,Yes,1
LN105770,C205770,60,Male,HighSchool,Married,Salaried,32,105500,8792,442,0.777,623,4,0,0,274000,60,14.08,6387,Personal,Unsecured,2024-01-01,Active,1,TopUp,Bihar,Unknown,Unknown,889447,SemiUrban,AUTO,EastZone,3,13.5,21.5,0.764,0.806,Medium,Agri,Branch,No,Yes,Yes,0
LN105771,C205771,36,Male,Graduate,Single,Farmer,59,46400,3867,282,0.449,579,119,0,0,50000,48,17.49,1455,Personal,Unsecured,2024-01-01,Active,0,Repeat,Karnataka,Unknown,Unknown,521089,Rural,AUTO,SouthZone,4,6.1,14.9,0.414,0.377,Low,Salaried,Field,Yes,No,No,0
LN105772,C205772,46,Male,HighSchool,Married,SelfEmployed,13,46800,3900,525,1.305,744,19,0,0,140000,36,10.72,4565,Personal,Unsecured,2024-01-01,Active,0,Repeat,Karnataka,Unknown,Unknown,126845,SemiUrban,AUTO,SouthZone,1,15.4,16.8,0.372,0.42,Low,Agri,Partner,Yes,Yes,Yes,0
LN105773,C205773,27,Male,Graduate,Single,Salaried,18,70100,5842,169,2.0,679,29,0,0,1140000,60,9.62,24009,Agri,Secured,2024-01-01,Active,1,TopUp,West Bengal,Unknown,Unknown,580564,Rural,AUTO,EastZone,3,25.1,19.6,0.552,0.553,Low,Salaried,Branch,No,No,No,0
LN105774,C205774,41,Female,PostGraduate,Married,Salaried,120,85000,7083,1419,0.761,720,205,0,1,188000,60,9.75,3971,Business,Unsecured,2024-01-01,Active,1,Repeat,Maharashtra,Unknown,Unknown,740998,Urban,AUTO,WestZone,0,0.4,13.6,0.381,0.389,Medium,Salaried,Digital,No,Yes,Yes,1
LN105775,C205775,22,Female,Graduate,Married,Farmer,28,44700,3725,332,2.0,587,76,1,0,253000,36,15.21,8796,Home,Secured,2024-01-01,Active,1,Repeat,Gujarat,Unknown,Unknown,795387,Rural,AUTO,WestZone,0,3.3,18.5,0.464,0.398,Low,Agri,Field,No,Yes,No,0
LN105776,C205776,43,Male,PostGraduate,Married,SelfEmployed,19,109700,9142,202,2.0,749,7,0,0,1275000,36,13.11,43027,Personal,Unsecured,2024-01-01,Active,0,New,Telangana,Unknown,Unknown,477749,Rural,AUTO,SouthZone,0,10.0,13.9,0.515,0.393,Medium,Salaried,Branch,Yes,Yes,Yes,0
LN105777,C205777,33,Female,PostGraduate,Single,Business,39,88800,7400,591,0.913,685,21,0,0,229000,48,13.17,6163,Business,Unsecured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,132499,SemiUrban,AUTO,SouthZone,0,1.5,11.3,0.344,0.347,Low,Salaried,Branch,No,Yes,No,0
LN105778,C205778,38,Male,HighSchool,Married,Salaried,18,45500,3792,753,2.0,561,0,0,0,204000,36,19.3,7509,Education,Unsecured,2024-01-01,Active,0,Repeat,Madhya Pradesh,Unknown,Unknown,327227,SemiUrban,AUTO,CentralZone,2,26.8,19.1,0.634,0.59,Medium,MSME,Field,No,No,No,1
LN105779,C205779,46,Other,Graduate,Single,Salaried,51,24300,2025,72,2.0,536,76,0,0,131000,36,20.12,4876,Vehicle,Secured,2024-01-01,Active,1,New,Tamil Nadu,Unknown,Unknown,393538,Rural,AUTO,SouthZone,3,5.3,15.7,0.334,0.401,Low,Mixed,Digital,No,No,No,0
LN105780,C205780,23,Male,HighSchool,Married,Farmer,5,21100,1758,11,2.0,606,0,0,0,181000,36,15.59,6327,Business,Unsecured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,632611,SemiUrban,AUTO,SouthZone,2,14.3,13.7,0.32,0.274,Low,Agri,Field,No,Yes,Yes,0
LN105781,C205781,29,Male,Graduate,Married,Unemployed,28,20900,1742,33,1.461,563,11,0,0,66000,36,21.74,2512,Business,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,216648,Urban,AUTO,EastZone,1,4.6,17.0,0.518,0.526,High,MSME,Digital,Yes,Yes,No,0
LN105782,C205782,43,Male,HighSchool,Divorced,Business,19,25000,2083,5,0.884,572,40,0,0,52000,36,16.35,1837,Education,Unsecured,2024-01-01,Active,0,TopUp,Madhya Pradesh,Unknown,Unknown,371189,Urban,AUTO,CentralZone,2,9.5,17.1,0.591,0.559,High,MSME,Branch,No,No,No,0
LN105783,C205783,63,Male,Graduate,Married,Business,3,114700,9558,172,2.0,547,18,2,0,1209000,60,19.96,32004,Personal,Unsecured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,777141,SemiUrban,AUTO,NorthZone,3,20.7,23.7,0.597,0.736,Medium,Salaried,Digital,Yes,Yes,No,1
LN105784,C205784,36,Male,Graduate,Married,Business,58,50400,4200,183,1.98,680,80,0,0,246000,36,11.66,8131,Vehicle,Secured,2024-01-01,Active,1,New,Karnataka,Unknown,Unknown,202773,SemiUrban,AUTO,SouthZone,0,10.9,16.4,0.319,0.367,Medium,Agri,Field,No,No,No,0
LN105785,C205785,45,Female,HighSchool,Married,SelfEmployed,59,29400,2450,101,0.957,630,82,0,0,68000,36,11.53,2243,Home,Secured,2024-01-01,Active,0,Repeat,Madhya Pradesh,Unknown,Unknown,951308,Rural,AUTO,CentralZone,4,47.4,18.7,0.423,0.525,Medium,Mixed,Branch,No,Yes,Yes,0
LN105786,C205786,36,Female,HighSchool,Divorced,SelfEmployed,34,51800,4317,1443,1.654,596,56,1,0,405000,120,11.51,5696,Home,Secured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,610265,Urban,AUTO,SouthZone,4,15.2,15.9,0.431,0.348,Medium,Agri,Digital,No,Yes,Yes,1
LN105787,C205787,61,Male,Graduate,Single,Unemployed,9,12000,1000,19,2.0,462,0,1,1,83000,48,25.22,2762,Home,Secured,2024-01-01,Active,1,New,Kerala,Unknown,Unknown,814644,SemiUrban,AUTO,SouthZone,4,14.3,13.6,0.216,0.32,Low,MSME,Digital,No,No,No,1
LN105788,C205788,21,Female,Graduate,Single,Business,82,144000,12000,3845,2.0,602,136,0,0,2148000,60,13.57,49503,Agri,Secured,2024-01-01,Active,1,Repeat,Tamil Nadu,Unknown,Unknown,187375,Urban,AUTO,SouthZone,3,21.7,10.8,0.48,0.366,Medium,Salaried,Digital,No,No,No,1
LN105789,C205789,39,Male,PostGraduate,Married,Business,30,137500,11458,368,0.52,546,63,1,1,328000,120,16.47,5591,Personal,Unsecured,2024-01-01,Active,0,Repeat,Kerala,Unknown,Unknown,573133,Urban,AUTO,SouthZone,3,8.1,14.7,0.401,0.352,High,Salaried,Branch,No,No,No,1
LN105790,C205790,21,Female,HighSchool,Married,Salaried,56,25700,2142,43,1.375,705,115,0,0,85000,36,13.96,2903,Education,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,623739,SemiUrban,AUTO,WestZone,1,13.2,12.9,0.354,0.275,Low,Mixed,Digital,Yes,Yes,No,0
LN105791,C205791,21,Male,Graduate,Married,Unemployed,6,12000,1000,202,2.0,580,0,0,0,75000,18,15.28,4689,Home,Secured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,675388,Rural,AUTO,EastZone,3,4.8,26.2,0.722,0.792,Low,Salaried,Branch,Yes,No,Yes,0
LN105792,C205792,41,Female,Graduate,Single,SelfEmployed,34,75300,6275,375,2.0,528,63,1,0,911000,36,21.01,34327,Personal,Unsecured,2024-01-01,Active,1,Repeat,Madhya Pradesh,Unknown,Unknown,758502,Urban,AUTO,CentralZone,2,20.9,19.5,0.626,0.57,High,Agri,Field,Yes,No,Yes,1
LN105793,C205793,39,Male,Graduate,Married,Unemployed,66,24300,2025,54,2.0,448,112,0,0,308000,60,23.32,8739,Personal,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,127648,SemiUrban,AUTO,WestZone,4,0.9,11.3,0.376,0.315,Low,Salaried,Branch,No,No,No,1
LN105794,C205794,34,Male,Graduate,Married,Business,15,110400,9200,1179,2.0,710,60,1,0,986000,72,14.6,20635,Education,Unsecured,2024-01-01,Active,0,TopUp,Maharashtra,Unknown,Unknown,609191,SemiUrban,AUTO,WestZone,0,5.3,11.1,0.311,0.372,Medium,Mixed,Branch,No,Yes,No,0
LN105795,C205795,36,Male,Graduate,Single,Salaried,45,47400,3950,67,0.837,697,62,0,0,155000,72,14.54,3239,Vehicle,Secured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,690619,Urban,AUTO,SouthZone,3,32.6,10.6,0.236,0.246,High,MSME,Digital,Yes,No,No,0
LN105796,C205796,70,Male,PostGraduate,Single,SelfEmployed,4,73700,6142,2457,1.37,659,1,0,0,243000,60,16.37,5957,Education,Unsecured,2024-01-01,Active,0,Repeat,Karnataka,Unknown,Unknown,936644,SemiUrban,AUTO,SouthZone,2,6.8,18.8,0.481,0.423,Medium,Mixed,Branch,No,No,No,0
LN105797,C205797,34,Female,Graduate,Married,Farmer,21,49100,4092,740,2.0,694,26,0,0,296000,36,10.96,9685,Vehicle,Secured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,841202,Urban,AUTO,SouthZone,2,7.0,15.1,0.373,0.404,Medium,MSME,Branch,No,Yes,No,0
LN105798,C205798,44,Male,HighSchool,Divorced,Salaried,14,22500,1875,54,0.647,554,11,0,1,50000,72,18.67,1159,Personal,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,212640,SemiUrban,AUTO,SouthZone,2,7.3,16.2,0.498,0.457,Low,Salaried,Digital,No,Yes,Yes,1
LN105799,C205799,30,Male,Graduate,Married,Farmer,43,54100,4508,132,2.0,586,42,0,0,714000,72,15.43,15265,Home,Secured,2024-01-01,Active,0,Repeat,Gujarat,Unknown,Unknown,630510,Urban,AUTO,WestZone,0,10.0,12.3,0.387,0.336,Medium,MSME,Branch,Yes,Yes,No,1
LN105800,C205800,41,Male,Graduate,Married,SelfEmployed,11,43000,3583,382,2.0,754,0,0,0,326000,48,14.57,9002,Home,Secured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,691732,Urban,AUTO,EastZone,0,10.7,25.7,0.61,0.781,Medium,Salaried,Branch,No,No,No,0
LN105801,C205801,35,Male,Graduate,Single,Salaried,21,89200,7433,277,2.0,756,14,0,0,1302000,36,14.24,44651,Vehicle,Secured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,582706,Rural,AUTO,SouthZone,0,0.7,15.4,0.338,0.362,Medium,MSME,Branch,No,No,No,0
LN105802,C205802,33,Female,HighSchool,Married,Salaried,141,63200,5267,62,0.475,680,222,0,0,175000,120,11.31,2441,Business,Unsecured,2024-01-01,Active,0,Repeat,Kerala,Unknown,Unknown,226861,Rural,AUTO,SouthZone,2,36.3,14.3,0.368,0.339,Low,Salaried,Field,Yes,Yes,No,0
LN105803,C205803,59,Male,HighSchool,Divorced,Salaried,8,27600,2300,307,1.844,648,0,0,0,82000,24,13.93,3934,Home,Secured,2024-01-01,Active,1,Repeat,Kerala,Unknown,Unknown,277620,Rural,AUTO,SouthZone,0,7.1,11.8,0.3,0.244,Low,Mixed,Partner,No,No,No,0
LN105804,C205804,52,Female,Graduate,Married,Salaried,29,117800,9817,289,2.0,680,58,1,0,1534000,120,12.19,22177,Home,Secured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,879546,Urban,AUTO,EastZone,0,11.6,18.7,0.432,0.518,Medium,MSME,Branch,No,Yes,No,0
LN105805,C205805,39,Male,HighSchool,Divorced,Farmer,43,30600,2550,811,1.535,596,63,0,1,131000,60,14.79,3102,Education,Unsecured,2024-01-01,Active,0,New,Telangana,Unknown,Unknown,966190,Urban,AUTO,SouthZone,3,12.7,18.6,0.466,0.465,Medium,Salaried,Branch,Yes,No,No,1
LN105806,C205806,21,Female,Graduate,Married,Business,11,99400,8283,143,2.0,549,29,1,0,766000,48,19.42,23074,Education,Unsecured,2024-01-01,Active,1,New,Gujarat,Unknown,Unknown,776417,SemiUrban,AUTO,WestZone,4,29.0,17.2,0.418,0.375,Low,Agri,Digital,No,No,No,1
LN105807,C205807,33,Other,PostGraduate,Single,Salaried,0,99300,8275,1062,0.476,570,16,1,0,138000,84,17.68,2875,Personal,Unsecured,2024-01-01,Active,0,Repeat,Rajasthan,Unknown,Unknown,669661,Rural,AUTO,WestZone,4,9.8,20.1,0.64,0.556,Low,Agri,Branch,No,Yes,No,0
LN105808,C205808,70,Female,PostGraduate,Divorced,Salaried,81,76200,6350,20,1.157,809,114,0,0,287000,48,10.34,7326,Education,Unsecured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,832547,SemiUrban,AUTO,WestZone,0,35.6,15.3,0.585,0.564,Low,Salaried,Branch,Yes,Yes,No,1
LN105809,C205809,35,Female,Graduate,Married,Salaried,34,109200,9100,1695,1.408,589,79,1,0,509000,72,16.26,11114,Business,Unsecured,2024-01-01,Active,0,TopUp,Andhra Pradesh,Unknown,Unknown,761748,Urban,AUTO,SouthZone,1,4.5,19.0,0.558,0.527,High,Salaried,Branch,No,Yes,No,1
LN105810,C205810,51,Male,Graduate,Married,Farmer,5,69100,5758,176,2.0,687,35,0,0,481000,36,13.65,16358,Agri,Secured,2024-01-01,Active,0,TopUp,Maharashtra,Unknown,Unknown,211402,SemiUrban,AUTO,WestZone,3,60.0,19.7,0.457,0.371,Low,MSME,Field,Yes,No,Yes,1
